_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1623,167489044,17226763,6,2017-11-23T22:00:00,"1300 Block Oberlin St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT FROM AUTO,3934 Theft from Vehicle,1202,9,2,-79.8899385471344,40.4630223208244
1624,167489066,17226799,27,2017-11-24T00:38:00,"1100 Block Mc Cabe St Pittsburgh, PA 15201",N,Stanton Heights,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1005,9,2,-79.9398921839949,40.4785969472902
1625,167491369,17226893,27,2017-11-24T06:15:00,"N 51 Rte & Wabash St Pittsburgh, PA 15211",N,Duquesne Heights,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1911,,,0.0,0.0
1626,167521741,17226987,99,2017-11-24T11:30:00,"7400 Block Mt Vernon St Pittsburgh, PA 15208",N,Homewood North,5,FOUND PROPERTY,9489 Found Property,1301,9,2,-79.8904539313882,40.4600550748896
1627,167540794,17227451,99,2017-11-25T02:45:00,"Cedar Ave & Pressley St Pittsburgh, PA 15212",N,Allegheny Center,1,AIDED CASE,9497 Aided Case,2204,1,1,-80.0011457114534,40.4516170388163
1628,167555866,17227623,6,2017-11-25T11:54:00,"5600 Block Wilkins Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1403,8,3,-79.9276583977635,40.4437911870555
1629,167560386,17227685,9,2017-11-21T12:45:00,"800 Block Memory Ln Pittsburgh, PA 15219",Y,Bedford Dwellings,2,FORGERY,4101 Forgery.,509,6,3,-79.9804508072797,40.4483173179445
1630,167560746,17227714,14,2017-11-25T12:00:00,"Fort Duquesne Blvd & 7th St Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-80.0008534411128,40.4445555098082
1631,167563417,17227793,10,2017-11-25T17:45:00,"700 Block Allegheny Ave Pittsburgh, PA 15233",Y,Chateau,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 602.04(a)(1)(a) Panhandling-Captive Audience Areas: Inside 25 ft.of sidewalk cafe or any Outside eating or dining establishment,2201,1,1,-80.0182476120753,40.4497156390243
1632,167567768,17227852,10,2017-11-25T19:35:00,"1200 Block Oakglen St Pittsburgh, PA 15204",Y,Crafton Heights,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,201,2,5,-80.05713677326,40.4508895043516
1633,167568651,17227873,27,2017-11-24T12:20:00,"1900 Block Murray Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.9230646528453,40.4358716544235
1634,167652508,17229112,99,2017-11-27T20:49:00,"200 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,FOUND PROPERTY,9489 Found Property,3001,3,4,-79.9903907406204,40.4113366858949
1635,167654549,17229140,27,2017-11-27T14:25:00,"4200 Block 5th Ave Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,404,8,3,-79.9531933387615,40.4443022890866
1636,167656968,17229167,15,2017-11-27T20:51:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 1501 Drivers Required to be Licensed.,1115,8,2,-79.9227167898028,40.460594319901
1637,167658014,17229113,10,2017-11-27T20:51:00,"4300 Block Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 3743 Accidents Involving Damage to Attended Veh. or Property,403,8,3,-79.9572540959368,40.4490327884374
1638,167658253,17228920,6,2017-11-27T15:35:00,"Larimer Ave Brg Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,1203,,,0.0,0.0
1639,167681814,17229352,10,2017-11-28T09:00:00,"2700 Block Morange Rd Pittsburgh, PA 16205",N,Oakwood,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2812,2,5,-80.0709733893353,40.4231434039639
1640,167700780,17229482,6,2017-11-28T12:00:00,"600 Block Commonwealth Pl Pittsburgh, PA 15219",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0064054983526,40.4417329215433
1641,167710023,17229648,24,2017-11-28T16:56:00,"East St & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,OBSTRUCT HIGHWAYS/PUB PASSAGES,5507 Obstructing Highways and Passages.,2304,1,1,-79.9978393515461,40.4539247715024
1642,-3038000047,17229646,23,2017-11-28T16:55:00,"5th Ave & Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,99,5505 Public Drunkenness / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,201,6,6,-80.0027003011644,40.4416885084993
1643,167486309,17226723,6,2017-11-23T18:30:00,"1500 Block Breining St Pittsburgh, PA 15226",N,Overbrook,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3207,4,4,-80.0080055912847,40.3895761628562
1644,167486892,17226757,0,2017-11-23T22:00:00,"2300 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): Injured deer put down,2904,4,4,-79.9855198585981,40.3890493090599
1645,167518355,17226996,10,2017-11-24T11:45:00,"5100 Block Friendship Ave Pittsburgh, PA 15224",N,Bloomfield,5,SIMPLE ASSAULT,2701 Simple Assault.,806,7,2,-79.9428365756014,40.462193172784
1646,-2724001826,17226971,27,2017-11-24T11:07:00,"3500 Block Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.9583205487078,40.4400864720891
1647,-2983003405,17227521,14,2017-11-24T22:00:00,"2200 Block Arlington Ave Pittsburgh, PA 15210",N,South Side Slopes,3,CRIM MISCHIEF,3304 Criminal Mischief.,1608,3,4,-79.9758746116386,40.4168370080581
1648,167551689,17227537,5,2017-11-25T08:52:00,"700 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,BURGLARY,3502 Burglary.,103,6,6,-79.9933525032824,40.4387644883127
1649,167561010,17227672,99,2017-11-25T13:21:00,"5600 Block Stanton Ave Pittsburgh, PA 15206",N,Highland Park,5,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),1102,9,2,-79.9262963008411,40.4714683058069
1650,167563147,17227788,6,2017-11-25T17:38:00,"100 Block Buente St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2620,1,1,-79.9974803961427,40.4667070631422
1651,167564903,17227817,0,2017-11-25T18:26:00,"300 Block Mathews Ave Pittsburgh, PA 15210",N,Knoxville,3,99,9998 Overdose Other,3001,3,4,-79.993060169843,40.4130895208583
1652,167565725,17227823,99,2017-11-25T18:42:00,"200 Block 7th St Pittsburgh, PA ",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-80.0003161206048,40.4431884398291
1653,167569571,17227923,27,2017-11-25T22:00:00,"1000 Block 5th Ave Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,3,-79.9908363519755,40.4385648058716
1654,166863049,17219463,0,2017-11-12T19:37:00,"1100 Block Voskamp St Pittsburgh, PA 15212",N,Spring Garden,1,99,9998 Overdose Other,2412,1,1,-79.992941484245,40.458869443977
1655,166866342,17219529,29,2017-11-12T22:05:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,1,1,-80.0087388960023,40.4520422126639
1656,166866382,17219537,29,2017-11-12T22:05:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2204,1,1,-80.0087388960023,40.4520422126639
1657,166866534,17219561,0,2017-11-12T23:41:00,"Forbes Ave & Pride St Pittsburgh, PA 15219",N,Bluff,2,99,9998 Overdose Other,103,6,3,-79.9851407777104,40.4376580424503
1658,166867335,17219573,99,2017-11-13T00:15:00,"2700 Block Merwyn Ave Pittsburgh, PA 15204",N,Sheraden,6,MENTAL 201/302,9498 302 (Mental),2018,2,5,-80.0487135219517,40.4537393558
1659,167753716,17219014,99,2017-11-12T02:15:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,509,6,6,-79.9963009852286,40.4346965877756
1660,167755163,17229815,10,2017-11-24T23:59:00,"700 Block S Negley Ave Pittsburgh, PA 15232",N,Shadyside,4,SIMPLE ASSAULT,2701 Simple Assault.,703,9,2,-79.926692736931,40.4698103977412
1661,167771789,17226452,10,2017-11-23T04:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2614,6,6,-79.9963009852286,40.4346965877756
1662,167774702,17230201,6,2017-11-29T06:00:00,"1100 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,203,7,6,-79.9940531273635,40.4456244656775
1663,167778369,17228844,0,2017-11-27T14:01:00,"Walnut  St & Ivy St Pittsburgh, PA 15232",Y,Shadyside,4,99,9999 9999 - (Misc. Incident): MVA,705,8,2,-79.9321829195113,40.4516875595973
1664,167792838,17230378,10,2017-11-29T17:45:00,"1500 Block Crucible St Pittsburgh, PA 15204",Y,Crafton Heights,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2814,2,5,-80.0511132552831,40.4471683853834
1665,167793729,17230375,18,2017-11-29T17:20:00,"200 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,2609,1,1,-80.0052458929978,40.4828012327761
1666,167795624,17230346,18,2017-11-29T16:45:00,"1500 Block Beechview Ave Pittsburgh, PA 15216",Y,Beechview,6,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1916,4,5,-80.0251353749357,40.4128680501036
1667,167894484,17231368,99,2017-12-01T02:41:00,"Grandview Ave & Ulysses St Pittsburgh, PA 15211",N,Mount Washington,3,FOUND PROPERTY,9489 Found Property,1903,2,5,-80.011892405848,40.4348748750954
1668,167898851,17239416,99,2017-12-01T04:37:00,"2300 Block Wolford St Pittsburgh, PA 15226",N,Brookline,6,AIDED CASE,9497 Aided Case,1919,4,4,-80.0172795462723,40.3986441568067
1669,167909543,17231516,0,2017-12-01T09:00:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): Property Dispute,509,6,3,-79.9745972537861,40.4499203309791
1670,167911672,17231482,99,2017-12-01T08:25:00,"40 Block S 23rd St Pittsburgh, PA 15203",N,South Side Flats,3,FOUND PROPERTY,9489 Found Property,1609,3,4,-79.9734106483033,40.4303944243886
1671,167914896,17231513,5,2017-12-01T09:00:00,"1400 Block Inverness Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 901 Criminal Attempt,1401,8,3,-79.9312005115729,40.4416987852812
1672,167926819,17231600,0,2017-12-01T12:15:00,"700 Block Anaheim St Pittsburgh, PA 15219",N,Upper Hill,2,99,9999 9999 - (Misc. Incident): ,506,6,3,-79.9631309493042,40.4525638285223
1673,167928013,17231191,10,2017-11-25T23:59:00,"400 Block W Prospect Ave Pittsburgh, PA 15205",N,Fairywood,6,SIMPLE ASSAULT,2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.,2808,2,5,-80.0804587226109,40.4470473632318
1674,167950411,17231935,29,2017-12-01T21:20:00,"3100 Block Bergman St Pittsburgh, PA 15204",N,Sheraden,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2018,2,5,-80.0548672531233,40.456885755361
1675,167952198,17231891,21,2017-12-01T20:06:00,"Perrysville Ave & Mairdale Ave Pittsburgh, PA 15214",Y,Perry North,1,DUI - GENERAL IMPAIRMENT,3802(d)(2) DUI - Drug - Impaired Ability / 3802(a)(1) DUI - General Impairment,2602,1,1,-80.0183470662868,40.4895082797845
1676,167960390,17232091,17,2017-12-02T01:44:00,"E Carson St & S 26th St Pittsburgh, PA 15203",Y,South Side Flats,3,INCEST,4302 Periods for Requiring Lighted Lamps. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3802(a)(1) DUI - General Impairment,1609,3,4,-79.9684006422963,40.4274433781218
1677,167841458,17229862,10,2017-11-27T20:30:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1203,6,6,-79.9963009852286,40.4346965877756
1678,167648902,17229063,99,2017-11-27T15:20:00,"6th St & Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-80.0017943960784,40.4419237797842
1679,167652645,17229081,18,2017-11-27T20:45:00,"5th Ave & Stevenson St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4703 Operation of Vehicle without Official Certif. of Inspection / 7513 Restriction on Alcoholic Beverages - Open Container,103,6,3,-79.9864623847885,40.4386072558932
1680,167712815,17229634,10,2017-11-28T16:45:00,"2600 Block Pioneer Ave Pittsburgh, PA 15226",Y,Brookline,6,SIMPLE ASSAULT,2701 Simple Assault.,1918,4,4,-80.0237400090524,40.3962284495828
1681,167718737,17229721,0,2017-11-27T08:30:00,"1500 Block Orangewood Ave Pittsburgh, PA 15216",Y,Beechview,6,99,"1333 Lost, Stolen, Damaged or Illegible Registration Plate.",1916,4,5,-80.0185402964089,40.4120940821049
1682,167467139,17226461,6,2017-11-23T00:34:00,"1000 Block Flora St Pittsburgh, PA 15212",Y,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2708,1,1,-80.0304119545748,40.490718864539
1683,-3029000424,17226997,6,2017-11-24T12:09:00,"5700 Block Baum Blvd Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,1115,7,2,-79.9337698352959,40.4583074633231
1684,167518500,17227023,27,2017-11-24T12:45:00,"100 Block Duffland St Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2902,4,4,-79.9849787453562,40.3921832230784
1685,167518529,17227046,11,2017-11-24T13:50:00,"900 Block James St Pittsburgh, PA 15212",N,East Allegheny,1,IDENTITY THEFT,4120 Identity Theft,2304,1,1,-80.0010590994724,40.4551090371492
1686,167536761,17227329,0,2017-11-24T22:29:00,"800 Block Brushton Ave Pittsburgh, PA 15221",Y,Homewood South,5,99,3353 Prohibitions in Specified Places. / 627.02(b)(i) Possessing a small amount of marijuana,1304,9,2,-79.8883784826014,40.4546102856154
1687,167538926,17227376,10,2017-11-25T00:35:00,"2100 Block Mazette Pl Pittsburgh, PA 15205",Y,Fairywood,6,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2808,2,5,-80.0845033253269,40.4460515824203
1688,167539716,17227443,29,2017-11-25T02:33:00,"400 Block Arabella St Pittsburgh, PA 15210",N,Knoxville,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,3001,3,4,-79.9951169839446,40.4128356523348
1689,167541144,17227444,14,2017-11-25T02:40:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,9,2,-79.8713614602289,40.4565646411286
1690,167750362,17230132,0,2017-11-29T10:26:00,"2400 Block Berg St Pittsburgh, PA 15203",N,South Side Slopes,3,99,9999 9999 - (Misc. Incident): ,1608,3,4,-79.9723823188067,40.4196092130082
1691,-2819024350,17228641,27,2017-11-27T02:30:00,"100 Block Johnston Ave Pittsburgh, PA 15207",N,Hazelwood,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1515,5,3,-79.9424085467159,40.4060233031575
1692,-2862003237,17228676,6,2017-11-27T07:00:00,"4200 Block Haldane St Pittsburgh, PA 15207",N,Greenfield,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1516,5,3,-79.9430019111114,40.4232449400538
1693,167609200,17228697,10,2017-11-27T07:45:00,"300 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",201,6,6,-80.0003700763045,40.4406706200369
1694,167609892,17228706,14,2017-11-26T18:30:00,"200 Block Wilbur St Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,4,-79.992595304592,40.4074351335322
1695,167613539,17228718,14,2017-11-27T09:25:00,"200 Block Bertha St Pittsburgh, PA 15211",N,Mount Washington,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 901 Criminal Attempt,1903,2,5,-80.0118504955307,40.4325204094502
1696,167616848,17228738,27,2017-11-26T14:00:00,"7th Ave & Grant St Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9949584169601,40.442157005865
1697,167618153,17228736,99,2017-11-27T10:03:00,"3000 Block Shadeland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,AIDED CASE,9497 Aided Case,2715,1,1,-80.0307279081634,40.4716375088997
1698,167620453,17228790,27,2017-11-27T09:00:00,"500 Block Maryland Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,705,8,2,-79.9312954253349,40.4568325954984
1699,167625311,17228823,99,2017-11-22T12:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,LOST PROPERTY,9504 Lost Property,501,6,3,-79.9799790972965,40.4435809421476
1700,167630733,17228839,10,2017-11-27T13:50:00,"3900 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709 Harassment (Non-Specific),2701,1,1,-80.04193062856,40.4853575487607
1701,167637570,17228897,99,2017-11-23T18:00:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,DRUG INVESTIGATION,9124 Drug Investigation,1803,3,4,-79.9935775641661,40.4215318771896
1702,167055462,17221237,5,2017-11-15T12:00:00,"3800 Block Baytree St Pittsburgh, PA 15214",N,Perry North,1,BURGLARY,3502 Burglary. / 3304 Criminal Mischief. / 3301 Arson ,2602,1,1,-80.0161275769607,40.4893894314036
1703,167249360,17223942,4,2017-11-19T04:00:00,"7th St & Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,AGG-ASSAULT,2702 Aggravated Assault.,201,6,6,-79.9998905705597,40.4424372754334
1704,167971257,17231183,17,2017-11-17T10:59:00,Zone 1,Y,,1,INDECENT ASSAULT,3126 Indecent Assault.,,,,,
1737,167730840,17229982,99,2017-11-29T02:59:00,"200 Block Ridge Ave Pittsburgh, PA 15212",N,Allegheny Center,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2204,1,1,-80.0087388960023,40.4520422126639
1705,167973781,17231256,20,2017-11-30T15:00:00,"1600 Block Arlington  Ave Mt Oliver, PA 15210",Y,Mt. Oliver Boro,OSC,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,4810,,,-79.9881973494827,40.418451832231
1706,-2990002831,17232397,10,2017-12-02T13:58:00,"1500 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,1201,9,2,-79.8958450571093,40.468675897695
1707,167974050,17232268,4,2017-12-02T13:08:00,"2700 Block Barnett Way Pittsburgh, PA 15219",Y,Bedford Dwellings,2,AGG-ASSAULT,2702 Aggravated Assault.,509,6,3,-79.9699875837637,40.4512338995978
1708,167975921,17232425,6,2017-12-02T06:50:00,"2300 Block Mission St Pittsburgh, PA 15203",N,South Side Slopes,3,THEFT FROM AUTO,3934 Theft from Vehicle,1608,3,4,-79.9737305317918,40.4230175325432
1709,167978365,17232452,27,2017-12-02T15:38:00,"200 Block Essen St Pittsburgh, PA 15214",Y,Northview Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2609,1,1,-80.0025461446066,40.4730687074366
1710,167979229,17232511,11,2017-12-02T17:11:00,"1400 Block Locust St Pittsburgh, PA 15219",N,Bluff,2,CREDIT CARDS,4106 Access Device Fraud,103,6,3,-79.9854553851931,40.436036005234
1711,167983532,17232674,18,2017-12-02T21:21:00,"5th Ave & Wilkins Ave Pittsburgh, PA 15232",Y,Shadyside,4,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4703 Operation of Vehicle without Official Certif. of Inspection / 4706 Prohib. on Expend. for Emission Insp Prog.. / 1301 Registration and Certificate of Title Required.,703,8,3,-79.9372918109061,40.4477921266811
1712,167990209,17232879,99,2017-12-03T04:24:00,"900 Block Tyndall Pittsburgh, PA 15205",N,Sheraden,6,AIDED CASE,9497 Aided Case,2022,2,5,-80.05747172443,40.4536274869188
1713,167993183,17232934,27,2017-12-03T00:30:00,"1900 Block Chislett St Pittsburgh, PA 15206",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.9242961353887,40.4867258265056
1714,167794140,17230351,9,2017-11-29T16:45:00,"700 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 2705 Recklessly Endangering Another Person. / 13(a)(31) Marijuana: Possession Small Amount / 5121 Escape. / 907 Possessing Instruments of Crime. / 6110.1 Possesion of Firearm by Minor,1803,3,4,-79.9954853854679,40.4215110126646
1715,-2782009627,17230456,0,2017-11-29T19:30:00,"3200 Block California Ave Pittsburgh, PA 15212",N,Brighton Heights,1,99,"3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",2703,1,1,-80.0378391505131,40.4729354767936
1716,-2926002727,17230471,0,2017-11-29T20:19:00,"2200 Block Bensonia Ave Pittsburgh, PA 15216",N,Beechview,6,99,9999 9999 - (Misc. Incident): unregistered trailer parked on private property without the owners consent,1920,4,5,-80.0300781538858,40.4038703134819
1717,167803486,17230446,13,2017-11-29T20:40:00,"2500 Block Bedford Ave Pittsburgh, PA 15219",Y,Central Business District,2,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 903 Criminal Conspiracy. / 907 Possessing Instruments of Crime.,201,6,3,-79.9727834068432,40.4505240873966
1718,167831787,17230685,4,2017-11-30T00:49:00,"800 Block Brushton Ave Pittsburgh, PA 15208",Y,Homewood South,5,AGG-ASSAULT,2702 Aggravated Assault.,1304,9,2,-79.8883784826014,40.4546102856154
1719,167550315,17227539,14,2017-11-23T12:00:00,"5800 Block Phillips Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1408,5,3,-79.9230579831277,40.432300975675
1720,167552213,17227567,6,2017-11-25T10:00:00,"300 Block S Linden Ave Pittsburgh, PA 15206",N,Point Breeze,4,THEFT FROM AUTO,3934 Theft from Vehicle / 9489 Found Property,1404,8,3,-79.9121694003401,40.4511080089232
1721,167560996,17227717,11,2017-11-25T15:14:00,"3300 Block Brighton Rd Pittsburgh, PA 15212",N,Brighton Heights,1,CREDIT CARDS,4106 Access Device Fraud,2708,1,1,-80.0315230259591,40.4766289153333
1722,-3124000028,17227908,99,2017-11-25T19:30:00,"200 Block Desdemona Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,POSSIBLE STOLEN CAR RECOVERED,9125 Possible  Stolen Car Recovered,1414,5,3,-79.9227618953666,40.4117364110878
1723,167571433,17227938,18,2017-11-25T22:49:00,"1200 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 5505 Public Drunkenness,1702,3,4,-79.9863871552234,40.4286955374487
1724,167571747,17228061,10,2017-11-26T02:06:00,"500 Block Suismon St Pittsburgh, PA 15212",Y,East Allegheny,1,SIMPLE ASSAULT,2701 Simple Assault.,2304,1,1,-80.0010631262678,40.4550385686491
1725,167572008,17227957,27,2017-11-25T23:20:00,"900 Block South Side Ave Pittsburgh, PA 15212",N,Spring Hill-City View,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2620,1,1,-79.9993068475723,40.4695439727196
1738,168000234,17233050,6,2017-12-03T12:30:00,"1200 Block Ingham St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2704,1,1,-80.0266520817249,40.4669968257749
1726,167572154,17228046,4,2017-11-26T01:41:00,"1500 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,AGG-ASSAULT,2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 2706 Terroristic Threats. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 5105 Hindering Apprehension or Prosecution. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 601.12 Interference with Official Duties,1702,3,4,-79.9833067062384,40.4286848326994
1727,167647902,17229024,99,2017-11-27T13:15:00,"200 Block RIVERVIEW  Trl Pittsburgh, PA 15208",N,Homewood North,4,DOG BITE,9492 Dog Bite,1301,5,3,-79.9129515413604,40.4305976490619
1728,-2856011943,17226750,10,2017-11-23T21:34:00,"1000 Block Mt Oliver St Pittsburgh, PA 15210",Y,South Side Slopes,3,SIMPLE ASSAULT,2701 Simple Assault. / 2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1706,3,4,-79.9880611689315,40.4188998571963
